935;Sęp;2012
936;Pręgi;2004
937;Pod Mocnym Aniołem;2014
938;Człowiek pies;2005
939;Galimatias, czyli "Kogel-mogel II";1989
940;Vabank II, czyli riposta;1984
941;Niania w Nowym Jorku;2007
942;Prawdziwe męstwo;2010
943;Dawno temu w trawie;1998
944;Rozmowy kontrolowane;1991
945;Miasteczko Halloween;1993
946;W sieci kłamstw;2008
947;Sezon na misia;2006
948;Zakonnica w przebraniu;1992
949;3:10 do Yumy;2007
950;Śmierć nadejdzie jutro;2002
951;Kontakt;1997
952;Naznaczony;2010
953;Burleska;2010
954;Złoty kompas;2007
955;Kot w butach;2011
956;W pustyni i w puszczy;2001
957;33 sceny z życia;2008
958;Jak ugryźć 10 milionów;2000
959;Obłęd;2005
960;Pamięć absolutna;1990
961;Opowieści z Narnii: Podróż Wędrowca do Świtu;2010
962;Legalna blondynka 2;2003
963;Blade: Mroczna Trójca;2004
964;Rekrut;2003
965;W ciemność. Star Trek;2013
966;Jak w niebie;2005
967;Julie i Julia;2009
968;Człowiek na krawędzi;2012
969;Hellboy: Złota armia;2008
970;Hugo i jego wynalazek;2011
971;Obłędny rycerz;2001
972;Jedz, módl się, kochaj;2010
973;A więc wojna;2012
974;Mission: Impossible III;2006
975;Różyczka;2010
976;Lemony Snicket: Seria niefortunnych zdarzeń;2004
977;Projekt: Monster;2008
978;Dr Dolittle;1998
979;Niepokój;2007
980;Jack Strong;2014
981;Trzy kolory: Niebieski;1993
982;Zabójcza broń 4;1998
983;Krzyk;1996
984;Byliśmy żołnierzami;2002
985;Francuski numer;2006
986;Z piekła rodem;2001
987;Świadek koronny;2007
988;Erin Brockovich;2000
989;Godziny szczytu;1998
990;High School Musical;2006
991;Aż poleje się krew;2007
992;Duchy moich byłych;2009
993;Ksiądz 3D;2011
994;Trener;2005
995;Garfield;2004
996;Cinema Paradiso;1988
997;Wybuchowa para;2010
998;Honey;2003
999;Sierota;2009
1000;40-letni prawiczek;2005
1001;Kochankowie z Księżyca. Moonrise Kingdom;2012
1002;Jak urodzić i nie zwariować;2012
1003;Batman i Robin;1997
1004;Pan od muzyki;2004
1005;Uniwersytet Potworny;2013
1006;Tajemnice Los Angeles;1997
1007;Wściekły byk;1980
1008;RoboCop;1987
